"","id","post_url","timestamp","datetime","tags","body","date","topic","Students","Ideals","Health.Care","Jobs.Economy","pos","neg","pnratio","fit"
"1",31567195495,"http://wearethe99percent.tumblr.com/post/31567195495/i-am-a-30-year-old-software-engineer-with-vast",1347681833,"2012-09-15 04:03:53 GMT","","I am a 30 year old Software Engineer with vast experience in technology. I have quit my job that paid $67,000 a year with medical benefits due to the harrassment and threat of termination from my former supervisor due to his actions that costs the my former company thousands of dollars. Had I stayed, I would’ve been fired to save the company money. In either case, I have been denied unemployment which has resulted me in losing my apartment, car, and food. I have been denied access to all social saftey net programs because I have simply made the decision to quit rather than be fired. I have been without a job for 5 months now even though I am a highly skilled and hard working employee. My income tax of over $2500 has been seized to pay a school loan as well as child support. I have absolutely no income, due to the laws of this country that has made sure people like me have no access to public housing, medical care, or financial assistance. Although things for me have not been the greatest, I will not give up my rights as a human being to live, fight, and change things for the better for myself and people like me who are in my situation. My situation has strengthened my resolve in making sure that I can bring change to a country where change is severely needed. Our politicians need to listen to people without money, instead of people with an overabundance of it. We live in a country where there are empty homes, and homeless people; 24 hour grocery stores with men, women and children are starving to death; Universities that lack students yet millions of potential minds seeking an education; and a Federal Reserve that has countless funds of money yet millions of people in extreme and severe poverty. Where is my government that I paid for? Where is my government where I live? I am the 99%OWS","2012-09-15",3,0.17037037037037,0.355555555555556,0.466666666666667,0.00740740740740741,"102.488011455619","137.994250502031","0.742697692713729","negative"
"2",31157603554,"http://wearethe99percent.tumblr.com/post/31157603554/i-am-the-99-occupywallst-org",1347147489,"2012-09-08 23:38:09 GMT","","I am the 99%Occupywallst.org","2012-09-08",2,0,1,0,0,"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"3",29968442464,"http://wearethe99percent.tumblr.com/post/29968442464/fired-from-wholefoods-because-they-needed-time",1345649698,"2012-08-22 15:34:58 GMT","ows;occupywallstreet;election2012;politics;occupytogether","Fired from @WholeFoods because they needed time off for surgery. #ows #S17 #election2012","2012-08-22",1,0.428571428571429,0.142857142857143,0.428571428571429,0,"1.03127774142571","9.47547003995745","0.108836578774127","negative"
"4",28555577877,"http://wearethe99percent.tumblr.com/post/28555577877/i-got-part-of-a-programming-degree-before-the",1343915640,"2012-08-02 13:54:00 GMT","ows;occupywallst;occupytogether;occupy;occupy wall street;S17;economy;politics;submission","I got part of a programming degree before the bottom fell out of the tech industry and all of an AS in electrical design that cost me $60k in debt.I got laid off 4 months ago. Because I refused to work 60+ hour weeks, I can’t get my old managers to call me back. As a 5-year industry veteran with no industry references, I can’t get hiring managers to call me back.I’ve gone bankrupt to escape credit cards, but student loans are for life.I have an ER bill I can’t pay, an untreated skin condition I can’t see anyone about, wisdom teeth coming in sideways I can’t get corrected, and asthma I treat with coffee to save the inhaler for emergencies.I live on unemployment in two spare bedrooms in my mother’s double-wide.I’m wiring books in the hopes of one day living on a skill I possess again.And, if I’m very lucky I’ll be able to get a job in the fall working on a janitor crew a friend manages.I AM THE 99%http://OccupyWallSt.org","2012-08-02",2,0.3625,0.6375,0,0,"72.8701253448518","60.8829822247871","1.19688823842115","neutral"
"5",28533725243,"http://wearethe99percent.tumblr.com/post/28533725243/i-am-a-56-year-old-woman-i-worked-for-lockheed",1343879761,"2012-08-02 03:56:01 GMT","ows;occupy;occupywallst;occupywallstreet","I am a 56-year-old woman. I worked for Lockheed Martin for 35 years. I was laid-off just 3.5 years short from being able to collect a full pension. For each year before I am 59.5 years old my pension drops 5%, so if I put in for my retirement benefits now and draw my pension I would loose 15.5% of my pension. I worked 35 years, at the same time I went to college, graduated, and earned my bachelor’s degree. For what?! I now have to try and find a job at age 56.","2012-08-02",2,0.32258064516129,0.354838709677419,0,0.32258064516129,"16.5333679773693","17.1191924966825","0.965779663998364","negative"
"6",28533654528,"http://wearethe99percent.tumblr.com/post/28533654528/i-got-part-of-a-programming-degree-before-the",1343879694,"2012-08-02 03:54:54 GMT","","I got part of a programming degree before the bottom fell out of the tech industry and all of an AS in electrical design that cost me $60k in debt.I got laid off 4 months ago. Because I refused to work 60+ hour weeks, I can’t get my old managers to call me back. As a 5-year industry veteran with no industry references, I can’t get hiring managers to call me back.I’ve gone bankrupt to escape credit cards, but student loans are for life.I have an ER bill I can’t pay, an untreated skin condition I can’t see anyone about, wisdom teeth coming in sideways I can’t get corrected, and asthma I treat with coffee to save the inhaler for emergencies.I live on unemployment in two spare bedrooms in my mother’s double-wide.I’m wiring books in the hopes of one day living on a skill I possess again.And, if I’m very lucky I’ll be able to get a job in the fall working on a janitor crew a friend manages.I AM THE 99%OccupyWallSt.org","2012-08-02",2,0.392405063291139,0.556962025316456,0,0.0506329113924051,"72.8701253448518","60.8829822247871","1.19688823842115","neutral"
"7",28290457531,"http://wearethe99percent.tumblr.com/post/28290457531/im-on-an-internship-for-school-im-not-getting",1343600368,"2012-07-29 22:19:28 GMT","","I’m on an internship for school. I’m not getting paid for it. I’m in a strange city. I don’t know anyone here. I have applied at almost every fast-food restaurant, retail store, gas station, and whatever else I can think of, but have heard nothing back. My bank account is almost completely empty. I’m writing this on the laptop I can’t sell because I need it for school, and while I write, I eat the last of my groceries. My car is almost out of gas. I don’t even have enough money to pay rent on the first of the month. I don’t have a lot of personal possessions that I can sell, and the ones that I can, I probably won’t get much for. I don’t have health insurance, and I dread getting sick or having an accident that leaves me in the hospital. If I give up now and go home, I won’t graduate. I’m already several thousand dollars in student loan debt, I hope to at least have something to show for it. But how long can I last at my internship when I have to choose between putting gas in my car and doing laundry? My life is a ticking time-bomb, and the last few seconds are counting down before my eyes.I am the 99 percent. And I am out of ideas.","2012-07-29",4,0.228571428571429,0.185714285714286,0,0.585714285714286,"17.9196623384892","86.5867383172019","0.20695620006891","negative"
"8",27832324341,"http://wearethe99percent.tumblr.com/post/27832324341/i-am-a-24-year-old-college-graduate-i-have-a-b-a",1343049855,"2012-07-23 13:24:15 GMT","","I am a 24 year old college graduate. I have a B.A. in English. After 5 years of work to better myself, I am now working 40-50 hours a week making barely more than I did when I graduated from high school 6 years ago. I work 2 jobs and can’t afford to move out of my parents house even with a roommate. I have $33,000+ to pay in student loans. (I’m barely paying the interest.) I can’t find a full time job because I have no experience…no one will hire me so I can gain some! I’m stressed out and depressed. I feel trapped. The American Dream is dead for my generation. I AM THE 99%!!!","2012-07-23",4,0,0,0,1,"24.2844130953411","43.5160957696572","0.558055879458609","negative"
"9",27437421122,"http://wearethe99percent.tumblr.com/post/27437421122/i-am-the-99-i-am-a-good-man-who-has-been-taken",1342564320,"2012-07-17 22:32:00 GMT","ows;occupy;occupy wall street;occupy together;election2012","I am the 99% - I am a good man who has been taken to the edge of sanity by the world I live in. a world where people are rewarded disproportionately to their contribution to their fellow man. a world where a soccer player can earn enough in a week to buy a house, but where a nurse who saves and nurtures the lives of others is made to survive on a subsistence wage. I am the 99% and the time has come for us to take back our world.","2012-07-17",3,0.214285714285714,0.0357142857142857,0.714285714285714,0.0357142857142857,"41.1727976924046","0.445453222112551","92.4290040986652","positive"
"10",27342737252,"http://wearethe99percent.tumblr.com/post/27342737252/i-am-25-and-newly-married-my-life-is-not-horrible",1342461721,"2012-07-16 18:02:01 GMT","","I am 25 and newly married. My life is not horrible but I am angered by my situation.I work for a corporation that gives me very few rights (posting this I can actually get fired if I disclose the name of the company or myself).I work long hours for straight commission.  My company can change my commission rates at anytime they desire. I am forced to work even when the store is not open for no hourly wage. If I don’t make minimum wage in a given pay period they will pay me minimum wage but the next time I make more money than minimum wage I have to pay them back.I have very limited health insurance with outrageous deductibles and after paying for it and paying income tax many of my bi-weekly  paychecks are less than four hundred dollars and this is a full-time job!If I want to make more money I need to move to a salaried position. I have witnessed many friends attempt to do this and they are slaves that have difficulty balancing personal life with the over abundance of hours and demands put on them.The corporation is too cheap to hire  more workers to make salaried workers jobs less demanding. They can not retain good quality employees because they refuse to pay more than minimum wage unless you are on commission or are salaried. I am smart and a very quick learner but refuse to put myself in thousands of dollars in debt to get a piece of paper that says I am qualified.I am very creative but any job that I see that I could possibly make a decent income at and be happy doing it needs a degree.Many people I went to high school with have gone to college and have associate degrees which mean almost as much as a high school diploma in today’s job market.The ones with bachelor degrees are lucky if they have jobs that pay enough to make a dent in their educational debt. These people still owe thousands of dollars to be a slave. They are no better off than I (I actually have an edge on them by not having tens of thousands of dollars in debt).I am a slave to society. I work to make money and I can barely afford to live. My husband and I are in an okay position as long as one of the small cracks in the ice below our feet do not begin to spider and break apart.","2012-07-16",4,0,0.278787878787879,0.16969696969697,0.551515151515152,"137.651075010866","114.369935951297","1.20355995538446","neutral"
"11",27053459823,"http://wearethe99percent.tumblr.com/post/27053459823/i-am-a-29-year-old-male-who-is-raising-my-one-year",1342107203,"2012-07-12 15:33:23 GMT","","I am a 29 year old male who is raising my one year old daughter by myself. I do not have my other children. I had to give up rights to my son, who is now 4 and I have never met, because I could not afford to pay the child support. I have tried to reach out to get the help I need from every angle possible and to every agency I know of that could help. I have not been helped by any of them. The below is what I have even sent to online help sites to obtain help. I still have not found any help from any of them.“I really need help. I am a single father with full custody of my nine month old baby girl. I am struggling right now, financially; among other things. I will tell you about what is going on. I am fighting for disability due to physical and mental problems. I do receive food stamps of $367 per month, cash assistance of $316 (which will be going to $100 within the next six months) and WIC checks for Savannah. This isn’t enough to obtain housing. I cannot find any housing with the county (Lackawanna County; Scranton, Pennsylvania) or within surrounding counties. I have tried all the agencies that help with such matters. Child Support does not come from the mother as she is on SSI, according to domestics. I have no other income.I have lived at three addresses since Savannah was born. All three have bedbugs and fleas. I am tired of it. If something happens here, I have no where else to go. I have been forced to lie and say that I am residing somewhere else just to keep my welfare benefits because the other people I lived with and live with now have a high income and it would be counted.I don’t know what to do. (Barred from jobs due to criminal record, lack of transportation, fainting risks, lack of experience, lack of education; and no other way to pay for our needs. I get so depressed because I am failing as a father. It is my duty to provide for her and yet I can’t. I have gotten so bad that I actually want to die, 90% of the time.I don’t know what kind of help you can provide, but any help is appreciated.”Some things have changed since those emails. I now reside in my fourth residence since my daughter was born. I am soon to be going through court again for my 7 year old daughter who I have not had any rights to see this far. I have been denied again for disability and now have given up. I have no education, no way to obtain education, no car, no way to get one, can’t drive anyway, no skills for labor, limitations on my labor abilities, no bank accounts, no inheritances, no trust funds, nothing to speak of except that I am on welfare. I am tired of getting screwed by the government. I am the 99% and I do OCCUPY!","2012-07-12",1,0.476923076923077,0.330769230769231,0.192307692307692,0,"111.625350934711","97.6961966767266","1.14257621823371","neutral"
"12",27052558321,"http://wearethe99percent.tumblr.com/post/27052558321/i-am-a-21-year-old-brazilian-girl-i-am-taking",1327122000,"2012-01-21 05:00:00 GMT","","I am a 21 year old Brazilian girl. I am taking International Relations only to discover how this crappy system works. No doubts, I am each day more disappointed. This CANNOT continue. CAPITALISM SHOULD DIE…It’s already failing; but until its end, it will continue making us fail first. Where’s the logic? Just put an end! I am the 99% There’s no land of opportunity!!!!!!! ","2012-01-21",3,0.153846153846154,0,0.769230769230769,0.0769230769230769,"8.78232285939751","35.8723733129322","0.244821349922544","negative"
"13",26147098434,"http://wearethe99percent.tumblr.com/post/26147098434/im-not-asking-for-a-handout-or-for-sympathy-but",1340986779,"2012-06-29 16:19:39 GMT","","I’m not asking for a handout or for sympathy. But I am trying to make aware the outrageous interest rates on student loans.","2012-06-29",2,0,0.5,0,0.5,"1.03127774142571","26.8423564950873","0.0384197915564697","negative"
"14",25659394554,"http://wearethe99percent.tumblr.com/post/25659394554/hi-im-anna-and-im-young-because-im-only-14",1340390115,"2012-06-22 18:35:15 GMT","","Hi, I’m Anna and I’m young, because I’m only 14. But I see every day the world’s problem and we continue in this way of live. we are destroying our world! why governors do not understand this? I want my future, it’s not fair that much people don’t have health insurance!I wonder how it is possible!Well, I’m the 99% because I could not have a future.(sorry for my bad english, I could have done mistakes…)Anna","2012-06-22",3,0.0952380952380952,0.0476190476190476,0.857142857142857,0,"41.8659448729645","9.47547003995745","4.41835019227738","positive"
"15",25592433830,"http://wearethe99percent.tumblr.com/post/25592433830/we-are-all-the-99-dont-shame-yourself-about",1340307843,"2012-06-21 19:44:03 GMT","","We are all the 99%. Don’t shame yourself about your circumstances, that keeps us divided and diverts the blame from the people who deserve it. Take pride in your poverty.","2012-06-21",3,0,0,1,0,"17.9196623384892","35.8723733129322","0.49953935810623","negative"
"16",24191606662,"http://wearethe99percent.tumblr.com/post/24191606662/i-am-the-99-and-so-are-you",1338553670,"2012-06-01 12:27:50 GMT","ows;occupywallstreet;occupytogether;occupy;military;education;union;homelessness;economy;housing;fatherhood;parenthood;submission","I AM THE 99% AND SO ARE YOUhttp://occupywallst.org ","2012-06-01",4,0,0,0,1,"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"17",24125756712,"http://wearethe99percent.tumblr.com/post/24125756712/i-know-im-just-a-kid-but-i-have-no-future-and",1338467111,"2012-05-31 12:25:11 GMT","ows;occupy;occupywallstreet;occupytogether;teenager;politics;parents;education;family;economy;healthcare;band;gas;submission","I know I’m just a kid, but I have no future, and it freaks me out. I’m sorry if it looks like I’m just spoiled and petulant.http://occupywallst.org","2012-05-31",1,0.4,0.2,0.2,0.2,"9.47547003995745","9.47547003995745","1","neutral"
"18",24059746585,"http://wearethe99percent.tumblr.com/post/24059746585/this-is-the-sign-i-made-today-and-plan-to-stand",1338381037,"2012-05-30 12:30:37 GMT","ows;occupy;occupywallstreet;occupytogether;economy;politics;healthcare;election2012;submission","This is the sign I made today, and plan to stand at a busy corner in the rain.  I do not live in Oregon, or Washington state.  I am disabled, my husband lost his job due to illnesses which include Stiff Person Syndrome, scaring on his brain (could be MS) hypothyroid, sick sinus syndrome (requiring a pacemaker at 37), and now something showing up on his liver. We believed that it would only be a short time before he would be better and be able to get back to work.  That was two years ago.  His unemployment benefits have run out, and now with all his diagnosis we are able to finally pursue disability for him.  My SSDI and child support come to a monthly total of $2346.00 monthly.  Our rent - we can’t afford to buy - is $1150.00 a month.  We are currently $195.00 overdrawn, and the overdraft protection has been turned off by the bank.  We have no more gas in our car.  I will get the last half of child support next week; coincidentally that is exactly $195.00.  The next SSDI check won’t be here until June 1st.We have not paid our utilities, or car payment in two months.  We have a six month old who needs diapers.  He was our 1% miracle - as in birth control is only 99% effective.  Go figure.  If my husband’s disability is not approved soon we will be homeless by July.  Because our situation is dire now, we have written letters through his SSDI attorney for compassionate allowances.  However, once we are homeless our situation is no longer considered “dire”.We will survive this.  Our marriage will survive this.  But, I am putting my country on notice.  I will not accept this any longer, I will not back down, I will not forgive, and I will not forget.  I will fight for change, I will fight this oppression.  My family is the 99%, and I am PISSED OFF!!!","2012-05-30",1,0.652542372881356,0.144067796610169,0.203389830508475,0,"105.260600177859","102.567330411212","1.02625855382849","neutral"
